image_path,C0_dim0_1,C0_dim0_2,C0_dim0_3,C0_dim0_4,C0_dim0_5,C0_dim0_6,C0_dim0_7,C0_dim0_8,C0_dim0_9,C0_dim0_10,C0_dim0_11,C0_dim0_12,C0_dim0_13,C0_dim0_14,C0_dim0_15,C0_dim0_16,C0_dim0_17,C0_dim0_18,C0_dim0_19,C0_dim0_20,C0_dim0_21,C0_dim0_22,C0_dim0_23,C0_dim0_24,C0_dim0_25,C1_dim0_1,C1_dim0_2,C1_dim0_3,C1_dim0_4,C1_dim0_5,C1_dim0_6,C1_dim0_7,C1_dim0_8,C1_dim0_9,C1_dim0_10,C1_dim0_11,C1_dim0_12,C1_dim0_13,C1_dim0_14,C1_dim0_15,C1_dim0_16,C1_dim0_17,C1_dim0_18,C1_dim0_19,C1_dim0_20,C1_dim0_21,C1_dim0_22,C1_dim0_23,C1_dim0_24,C1_dim0_25,C2_dim0_1,C2_dim0_2,C2_dim0_3,C2_dim0_4,C2_dim0_5,C2_dim0_6,C2_dim0_7,C2_dim0_8,C2_dim0_9,C2_dim0_10,C2_dim0_11,C2_dim0_12,C2_dim0_13,C2_dim0_14,C2_dim0_15,C2_dim0_16,C2_dim0_17,C2_dim0_18,C2_dim0_19,C2_dim0_20,C2_dim0_21,C2_dim0_22,C2_dim0_23,C2_dim0_24,C2_dim0_25,C0_dim1_1,C0_dim1_2,C0_dim1_3,C0_dim1_4,C0_dim1_5,C0_dim1_6,C0_dim1_7,C0_dim1_8,C0_dim1_9,C0_dim1_10,C0_dim1_11,C0_dim1_12,C0_dim1_13,C0_dim1_14,C0_dim1_15,C0_dim1_16,C0_dim1_17,C0_dim1_18,C0_dim1_19,C0_dim1_20,C0_dim1_21,C0_dim1_22,C0_dim1_23,C0_dim1_24,C0_dim1_25,C1_dim1_1,C1_dim1_2,C1_dim1_3,C1_dim1_4,C1_dim1_5,C1_dim1_6,C1_dim1_7,C1_dim1_8,C1_dim1_9,C1_dim1_10,C1_dim1_11,C1_dim1_12,C1_dim1_13,C1_dim1_14,C1_dim1_15,C1_dim1_16,C1_dim1_17,C1_dim1_18,C1_dim1_19,C1_dim1_20,C1_dim1_21,C1_dim1_22,C1_dim1_23,C1_dim1_24,C1_dim1_25,C2_dim1_1,C2_dim1_2,C2_dim1_3,C2_dim1_4,C2_dim1_5,C2_dim1_6,C2_dim1_7,C2_dim1_8,C2_dim1_9,C2_dim1_10,C2_dim1_11,C2_dim1_12,C2_dim1_13,C2_dim1_14,C2_dim1_15,C2_dim1_16,C2_dim1_17,C2_dim1_18,C2_dim1_19,C2_dim1_20,C2_dim1_21,C2_dim1_22,C2_dim1_23,C2_dim1_24,C2_dim1_25,label
03_COMPLEX/complex (197).tif,0.1668,3.2489,5.8472,1.111,0.0,0.723,3.3677,0.3615,0.0,0.0,1.3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7906,27.4882,107.629,10.1416,0.0,0.0,3.4863,33.4798,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5109,0.7022,0.0432,0.0,0.0,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8445,79.9716,8.2376,1.1763,0.0,0.0,18.4208,1.6746,0.0,0.0,0.0,4.3595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3259,9.8372,0.4356,0.0,0.0,0.5059,0.1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5809,93.6712,4.1039,0.0,0.0,6.055,17.381,0.8996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (198).tif,0.5604,5.3628,5.2354,0.5982,0.0816,1.6667,1.864,0.173,0.1453,0.0,0.9141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1852,45.1884,92.5522,19.0627,0.0,1.7905,11.3966,33.2524,0.0,0.0,0.0,7.5172,2.8989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2147,0.6376,0.0749,0.0,0.0,0.3276,0.0,0.1577,0.0972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2179,51.1827,10.9047,2.7944,0.7606,0.0,13.9435,4.4786,0.0,0.0,0.9346,7.9486,1.2584,0.0,0.0,0.0,3.0628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8836,7.5648,0.2928,0.1227,0.0164,1.0011,0.1913,0.0,0.1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9403,56.617,11.479,2.5047,0.0,6.6005,19.5516,0.7156,0.0,0.0,1.4065,8.4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (199).tif,0.0628,0.3768,7.3835,7.9174,0.2089,0.0,0.775,1.4161,0.0,0.0,0.9006,0.7983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7474,8.7978,136.8054,148.174,0.0,0.0,0.0,41.3309,1.9705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672,7.6323,4.0299,0.1744,0.0,0.5328,1.1088,0.0,0.0,0.0,1.0446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684,9.6793,61.9061,67.9196,1.9982,0.0,0.6568,30.5611,7.8947,0.0,0.0,0.0,4.2314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5722,12.0397,3.0406,0.037,0.0,0.9238,0.5832,0.0,0.0,0.0,0.9472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4671,20.6116,192.8796,34.8073,0.0,0.0,3.0967,37.0638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (200).tif,0.6171,3.925,4.7399,1.3371,0.0458,0.7589,2.7331,0.3419,0.0,0.0,4.4473,0.9094,0.0,0.0,0.0,0.2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.772,29.2426,95.0342,43.0304,0.0,1.1661,3.3092,69.2372,0.7879,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7374,3.7798,0.3707,0.0176,0.0,3.8818,0.2854,0.0,0.0,0.0,0.3847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.754,34.7735,51.5795,12.4712,0.9653,0.0,11.3553,21.2512,2.2628,0.0,0.0,8.0227,8.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7861,4.7203,0.1566,0.0,1.0968,3.4907,0.1765,0.0,0.0,0.3447,0.2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1368,77.0263,74.0996,7.9986,0.0,0.0,25.0269,24.5526,0.0,0.0,0.0,6.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (201).tif,1.0121,4.1352,3.758,0.1123,0.0,1.1018,1.3947,0.0,0.0,0.0,0.1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7262,76.3371,66.1627,0.8444,0.0,0.0,13.1714,3.6954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5097,0.5373,0.0,0.0,0.0,0.0797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4581,68.318,2.1634,0.0,0.1616,0.0,2.9966,0.0,0.0,0.0,0.0,2.5489,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7286,8.2468,0.1414,0.0181,0.0,0.2726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.9897,81.9572,1.1976,0.1576,0.0,0.8509,6.9965,0.0,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (202).tif,0.3562,4.7431,5.7766,0.2672,0.0,1.9765,2.0243,0.1164,0.0,0.0,0.1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1247,53.5099,65.3576,6.8176,0.0,1.5045,17.4698,25.8912,0.0,0.0,0.0,11.2154,2.5863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3862,0.905,0.0,0.0239,0.0,0.0814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9767,51.4847,7.9815,1.4097,0.0,0.5827,12.6453,2.7423,0.0,0.0,0.0,12.1411,0.0,0.0,0.0,1.5915,4.1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5969,8.9016,0.6611,0.0181,0.0,0.6495,0.1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4983,60.4373,10.3469,0.1317,0.0,3.1612,18.4936,0.5598,0.0,0.0,2.9306,6.6406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (203).tif,0.2827,3.2422,5.6017,3.7082,0.0163,0.5654,2.054,0.5751,0.0,0.0,0.7794,0.1732,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1152,32.231,104.797,42.2391,0.0,1.9809,5.2995,32.4864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2269,4.7541,0.4472,0.0,0.0,1.1268,0.1747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6379,45.0647,41.1383,5.8292,0.0,0.0,6.5534,11.7611,1.3809,0.0,0.0,6.7641,2.4576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975,5.6866,4.8182,0.1746,0.0198,0.4625,0.8542,0.0,0.0,0.0,0.1876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4644,70.5971,44.1933,1.7991,0.0,0.0,11.5146,7.9675,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (204).tif,0.4929,2.6192,5.2916,0.1842,0.021,1.9906,1.4851,0.0824,0.0,0.0,1.9519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9036,47.8661,74.569,16.0949,0.0,0.0,17.7044,30.5598,0.7042,0.0,0.0,7.5635,2.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6854,0.7327,0.0672,0.0,0.0,0.8049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5223,48.4809,10.1723,1.9273,0.9584,0.5276,13.5478,3.9745,1.8377,0.0,0.0,8.4063,0.0,0.0,0.0,0.0,5.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1205,8.6865,1.1483,0.0561,0.0,0.8731,0.3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2598,62.1772,16.2098,5.2558,0.0,0.0,19.3046,3.811,0.0,0.0,0.0,10.2638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (205).tif,0.1168,2.7053,5.3292,2.7394,0.0229,0.3984,1.7507,0.1721,0.0,0.0,1.0997,0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3196,30.7371,124.9358,19.0755,0.0,0.0,2.0487,26.4469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7492,3.9059,0.1607,0.0,0.0,1.3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1043,62.9696,22.3541,2.2391,0.1098,0.0,8.3419,6.8383,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1063,5.9651,3.9522,0.0164,0.0,0.6411,0.6854,0.0,0.0,0.0,0.1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4787,102.6797,25.8035,1.5007,0.0,0.0,9.8676,5.7144,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (206).tif,0.622,2.7947,5.068,2.7986,0.0359,1.0322,2.4235,0.2885,0.0,0.0,2.6972,0.1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6804,18.8999,120.8787,24.6976,0.0,0.0,11.9635,57.5171,1.4494,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8204,2.9333,0.0797,0.0,0.0,1.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0326,67.3138,7.1617,3.1645,0.5678,0.0,31.1409,4.6164,0.7167,0.0,0.0,8.8047,1.9453,0.0,0.0,0.0,6.2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4787,11.0343,0.7316,0.0213,0.0,1.7523,0.2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0527,86.7722,12.1693,3.2095,0.0,1.5197,39.7385,4.3558,0.6223,0.0,0.0,10.1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (207).tif,0.3746,3.4004,2.7621,0.8657,0.1043,2.652,1.849,0.3062,0.0,0.0,4.0299,0.8682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6004,18.2683,56.6406,36.4458,0.0,0.0,4.9167,72.7965,4.4764,0.0,0.0,3.112,1.4352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3766,1.9743,0.2142,0.0,0.0192,3.6361,0.2908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6909,26.4922,22.6847,11.1438,1.2283,0.0,15.5525,19.1842,2.2325,0.0,0.0,14.3452,9.9873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189,5.8403,2.0977,0.2082,0.0,1.6677,2.4685,0.0859,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0071,46.6948,38.5984,6.8883,0.0,0.0,24.6102,11.6373,0.0,0.0,1.3624,8.4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (208).tif,0.8233,3.3438,3.1295,0.7101,0.0623,1.6377,0.9408,0.2492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3875,38.3592,38.445,15.4825,0.0,0.0,10.9612,12.5401,0.7059,0.0,0.0,4.4666,2.6312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9485,0.5295,0.0271,0.0223,0.0,0.0797,0.0,0.0844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9254,26.0275,4.7969,0.9959,0.2048,2.6246,5.5564,1.7591,0.5864,0.0,0.0,4.9421,1.9917,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6455,5.7579,0.6014,0.0688,0.0,0.2558,0.1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3498,26.9391,8.552,0.59,0.0,4.4151,3.7719,2.3002,0.0,0.0,2.9977,3.4665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (209).tif,0.4142,4.0954,5.1145,0.4633,0.0685,0.7795,2.912,0.3375,0.0,0.0,1.8273,0.1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1253,1.3158,14.4813,41.3763,23.0236,0.0,0.0,24.0026,62.7053,0.0,0.0,0.0,16.1785,12.9338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9233,1.3362,0.104,0.0976,0.0,1.347,0.0881,0.0865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5678,24.0363,12.7148,6.3401,1.4721,0.0,22.1047,16.9052,4.4393,0.0,0.0,12.7152,6.7017,0.0,0.0,0.0,11.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1435,8.1385,1.5281,0.2176,0.0412,1.6823,0.7438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8175,42.5911,26.8659,7.8132,0.0,0.0,30.8522,22.0309,0.0,0.0,0.0,20.1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (210).tif,1.1738,2.1654,5.6854,0.1937,0.0177,3.0918,2.0529,0.1983,0.0,0.0,2.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357,4.456,31.1434,84.0184,6.3936,0.0,1.098,22.8791,39.5599,0.6539,0.0,0.0,6.8844,1.2831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.797,2.8555,0.0609,0.0159,0.0,1.5804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6772,51.174,15.1552,2.2035,0.5596,0.0,27.603,3.0578,0.4635,0.0,0.0,11.9804,0.8803,0.0,0.0,0.0,5.9815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3122,6.4595,2.6272,0.0755,0.0,1.705,1.1382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9082,84.904,20.4971,2.055,0.0,0.0,32.4091,2.4758,0.0,0.0,0.0,12.5613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (211).tif,0.2907,1.5867,5.6396,0.9747,0.0,0.507,3.577,0.484,0.0,0.0,1.1864,0.681,0.1788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.786,9.0105,97.7059,15.7969,0.0,0.0,0.0,42.8991,1.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7158,0.9912,0.0464,0.072,0.0,0.526,0.0,0.0,0.0,0.0,0.1775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7858,49.3283,5.6416,1.9298,0.2686,0.0,7.7091,4.0584,0.0,0.0,0.0,12.9314,0.0,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6535,6.5025,0.4426,0.0706,0.0,0.9697,0.1378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0565,42.4993,7.3987,1.0883,0.0,0.6436,15.8449,1.4512,0.0,0.0,0.0,5.3247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (212).tif,0.0,1.5186,10.1794,7.0851,0.0182,0.0,0.6218,1.3619,0.0,0.0,0.4463,1.1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,11.2414,205.6315,96.3487,0.0,0.0,2.4778,109.2614,0.9224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2774,10.9333,3.9517,0.0756,0.0,1.2246,0.738,0.0,0.0,0.0,0.1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9082,118.8977,37.6106,1.3033,0.0,2.8321,66.3334,4.0353,0.0,0.0,0.0,12.1434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0025,15.9659,2.0045,0.0,0.0,1.4497,0.3437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1824,28.7837,226.3491,15.5642,0.0,0.0,4.4761,70.8173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (213).tif,0.3816,2.7654,3.7604,1.4393,0.0698,0.682,2.5384,0.1754,0.0,0.0,1.7117,0.1868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2174,26.261,92.2804,22.4758,0.0,0.0,7.1172,35.9309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.875,1.0245,0.0,0.0653,0.0,0.8141,0.0,0.0,0.0861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8103,57.5282,12.1423,0.783,0.9883,0.6546,15.1069,1.6942,0.0,0.0,0.0,5.7885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584,5.6571,0.5883,0.1129,0.018,0.8965,0.0965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5417,80.6247,2.962,1.5791,0.0,2.0189,13.9113,0.0,0.0,0.0,0.0,3.0946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (214).tif,0.2634,1.3972,9.3915,6.4727,0.0,0.0,1.1956,0.7474,0.0,0.0,1.0991,0.3533,0.1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8111,11.7381,262.5854,47.355,0.0,0.0,1.061,69.8369,0.9147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1855,11.6303,2.0759,0.0194,0.0,1.8758,0.6262,0.0,0.0,0.0,0.1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4189,16.0322,173.4936,18.9749,0.0,0.0,0.698,52.3604,0.698,0.0,0.0,0.0,4.4256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7883,17.1404,1.1211,0.0,0.0,1.4378,0.2033,0.0,0.0,0.0,0.5239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.007,280.8004,4.7618,0.0,0.0,2.4778,49.9028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
03_COMPLEX/complex (215).tif,0.0,3.2205,6.1151,0.8092,0.0,0.0,2.0571,0.4743,0.0,0.0,1.1867,0.3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,32.7232,86.4981,20.8858,0.0,0.0,7.2128,44.2856,0.8804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8519,2.1865,0.0192,0.0,0.0,0.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5367,41.8937,20.5824,0.869,0.0,0.0,17.1907,4.8969,0.7652,0.0,0.0,5.8151,0.0,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282,7.0665,1.6621,0.0166,0.0,0.3461,0.8249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3599,63.2825,17.4185,0.2005,0.0,0.0,17.1351,0.0,0.0,0.0,0.0,4.2106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
