image_path,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,label
benign/us39.bmp,626,299,327,0,48.94314381,23,84.91743119,95.4617737,10.54434251,85,91,109,79,20,0,0,0,0,0,115,13,74,67,134,38,1,0,0,0,114,0
benign/us40.bmp,608,277,331,1,51.62093863,20,85.11782477,95.17220544,10.05438066,92,81,88,85,22,1,0,0,0,0,105,17,75,67,119,51,2,0,0,0,117,0
benign/us41.bmp,702,296,406,0,70.51689189,0,97.81527094,109.2561576,11.4408867,67,8,83,151,50,4,0,0,0,0,112,7,23,99,210,64,3,0,0,0,172,0
benign/us42.bmp,717,295,422,0,69.32542373,0,96.68720379,107.5592417,10.87203791,68,13,83,151,43,5,0,0,0,0,102,8,25,103,225,58,3,0,0,0,158,0
benign/us43.bmp,737,308,429,0,69.38311688,0,96.83216783,107.6037296,10.77156177,65,16,78,168,45,1,0,0,0,0,105,7,23,107,223,65,4,0,0,0,165,0
benign/us44.bmp,739,308,431,0,69.21103896,0,95.38515081,106.287703,10.9025522,69,17,79,177,30,4,1,0,0,0,110,3,37,106,237,44,4,0,0,0,165,0
benign/us45.bmp,718,301,417,0,68.94352159,0,94.63788969,105.2374101,10.59952038,69,12,84,167,36,1,1,0,0,0,104,3,34,113,228,35,4,0,0,0,148,0
benign/us46.bmp,710,325,385,0,49.48615385,0,81.05974026,91.27012987,10.21038961,78,81,124,110,10,0,0,0,0,0,129,10,82,122,165,6,0,0,0,0,129,0
benign/us47.bmp,714,329,385,0,50.82066869,0,80.66493506,90.91688312,10.25194805,76,85,114,111,19,0,0,0,0,0,119,17,78,114,168,8,0,0,0,0,135,0
benign/us48.bmp,688,310,378,0,50.31935484,0,81.74603175,92.06349206,10.31746032,82,86,99,111,14,0,0,0,0,0,122,15,84,111,152,16,0,0,0,0,143,0
benign/us49.bmp,675,306,369,0,48.79411765,0,80.55555556,91.32791328,10.77235772,80,89,97,106,14,0,0,0,0,0,120,16,86,101,150,16,0,0,0,0,134,0
benign/us50.bmp,685,318,367,0,50.72641509,0,79.84196185,91.00817439,11.16621253,87,90,105,105,18,0,0,0,0,0,133,12,89,111,144,11,0,0,0,0,146,0
benign/us51.bmp,518,242,276,0,52.95041322,17,84.43115942,94.61956522,10.1884058,80,45,96,87,13,1,0,0,0,0,88,8,47,111,84,26,0,0,0,0,93,0
benign/us52.bmp,504,237,267,0,52.15611814,24,85.70411985,95.35955056,9.655430712,81,45,105,72,15,0,0,0,0,0,79,5,38,105,103,16,0,0,0,0,90,0
benign/us53.bmp,508,232,276,0,50.79310345,23,84.69927536,93.83333333,9.134057971,87,46,111,64,10,1,0,0,0,0,80,5,41,106,107,16,1,0,0,0,87,0
benign/us54.bmp,502,243,259,0,49.87654321,14,84.47104247,95.06177606,10.59073359,97,47,115,73,8,0,0,0,0,0,83,5,37,109,85,22,1,0,0,0,97,0
benign/us55.bmp,474,225,249,0,49.76444444,14,84.04016064,94.36947791,10.32931727,105,45,106,61,13,0,0,0,0,0,81,4,38,108,81,17,1,0,0,0,86,0
benign/us56.bmp,627,296,331,10,47.47297297,24,80.70090634,90.23867069,9.53776435,93,81,135,60,19,1,0,0,0,0,104,6,100,101,83,31,10,0,0,0,101,0
benign/us57.bmp,624,296,328,7,46.83108108,25,80.25304878,89.82926829,9.576219512,93,79,144,56,16,1,0,0,0,0,98,7,98,105,84,30,4,0,0,0,115,0
benign/us58.bmp,613,277,336,6,48.1732852,27,78.8422619,88.27678571,9.43452381,98,71,128,57,19,2,0,0,0,0,104,8,97,119,79,31,2,0,0,0,118,0
benign/us59.bmp,623,280,343,5,48.91428571,22,78.14285714,87.31778426,9.174927114,99,69,141,44,24,2,0,0,0,0,99,10,97,124,79,28,5,0,0,0,111,0
benign/us60.bmp,631,282,349,7,47.90070922,25,78.57879656,87.59598854,9.017191977,94,75,141,43,21,2,0,0,0,0,102,6,107,123,73,35,5,0,0,0,106,0
benign/us61.bmp,703,330,373,4,46.79393939,24,72.52546917,80.89812332,8.372654155,69,105,130,81,14,0,0,0,0,0,107,19,102,162,78,12,0,0,0,0,111,0
benign/us62.bmp,710,336,374,5,46.55654762,23,73.15508021,81.45721925,8.302139037,71,110,126,85,15,0,0,0,0,0,105,20,98,160,84,12,0,0,0,0,114,0
benign/us63.bmp,709,328,381,5,46.60060976,20,73.11548556,81.25984252,8.144356955,66,102,128,88,10,0,0,0,0,0,111,20,100,175,72,14,0,0,0,0,113,0
benign/us64.bmp,690,315,375,5,46.7968254,20,72.89066667,81.08266667,8.192,64,102,115,86,12,0,0,0,0,0,106,20,98,172,70,15,0,0,0,0,114,0
benign/us65.bmp,698,320,378,5,46.68125,21,73.92328042,82.04497354,8.121693122,61,100,115,94,11,0,0,0,0,0,105,22,92,174,74,16,0,0,0,0,109,0
benign/us66.bmp,726,328,398,0,58.77439024,39,95.74623116,105.9849246,10.23869347,87,29,162,95,36,6,0,0,0,0,125,0,59,119,130,79,11,0,0,0,143,0
benign/us67.bmp,693,304,389,0,58.80921053,32,96.81491003,107.0899743,10.27506427,78,32,144,89,30,9,0,0,0,0,111,0,53,111,134,79,12,0,0,0,142,0
benign/us68.bmp,677,305,372,0,58.02622951,28,96.32258065,107.8575269,11.53494624,80,38,150,80,30,7,0,0,0,0,114,1,56,97,136,73,9,0,0,0,149,0
benign/us69.bmp,690,305,385,0,57.61967213,35,96.23376623,107.3948052,11.16103896,73,35,154,85,22,9,0,0,0,0,116,0,61,105,124,84,11,0,0,0,147,0
benign/us70.bmp,694,317,377,0,57.60883281,35,95.20954907,105.9893899,10.77984085,74,31,171,80,32,3,0,0,0,0,121,0,50,124,113,76,14,0,0,0,138,0
benign/us71.bmp,750,335,415,0,74.32238806,44,104.4554217,114.0771084,9.621686747,88,11,72,167,76,9,0,0,0,0,112,0,14,104,197,95,5,0,0,0,143,0
benign/us72.bmp,735,328,407,0,74.68902439,49,104.5970516,114.019656,9.422604423,80,14,66,168,74,6,0,0,0,0,104,0,13,95,200,94,5,0,0,0,138,0
benign/us73.bmp,710,319,391,0,74.15360502,49,105.6700767,115.0511509,9.381074169,72,12,72,154,74,7,0,0,0,0,103,0,7,85,196,102,1,0,0,0,135,0
benign/us74.bmp,722,324,398,0,75.67901235,45,104.7361809,114,9.263819095,77,13,61,166,78,6,0,0,0,0,108,0,12,85,205,95,1,0,0,0,137,0
benign/us75.bmp,705,321,384,0,72.74454829,44,104.2057292,113.4713542,9.265625,77,16,71,157,73,4,0,0,0,0,101,0,13,88,199,82,2,0,0,0,122,0
benign/us76.bmp,826,368,458,1,68.72826087,30,103.0524017,113.1266376,10.07423581,71,44,90,144,82,8,0,0,0,0,144,2,49,90,175,130,11,1,0,0,153,0
benign/us77.bmp,808,357,451,4,69.35294118,31,103.1796009,113.1640798,9.984478936,73,36,96,147,71,7,0,0,0,0,130,0,47,83,185,121,15,0,0,0,147,0
benign/us78.bmp,795,364,431,5,67.99450549,32,103.2946636,113.9280742,10.63341067,86,38,97,158,63,8,0,0,0,0,122,0,46,85,168,120,12,0,0,0,148,0
benign/us79.bmp,787,359,428,3,69.21448468,28,102.8831776,114.0257009,11.14252336,80,37,93,154,70,5,0,0,0,0,126,2,42,84,179,108,13,0,0,0,150,0
benign/us80.bmp,805,356,449,3,68.39606742,28,102.8596882,113.9420935,11.08240535,83,39,95,140,81,1,0,0,0,0,143,2,43,99,176,112,17,0,0,0,177,0
benign/us81.bmp,814,350,464,0,49.60285714,11,75.76939655,84.2112069,8.441810345,60,101,125,95,28,1,0,0,0,0,108,20,135,151,135,21,2,0,0,0,144,0
benign/us82.bmp,778,345,433,0,51.48405797,16,75.38799076,84.02078522,8.632794457,65,99,108,110,25,3,0,0,0,0,97,23,125,137,123,25,0,0,0,0,147,0
benign/us83.bmp,767,336,431,0,49.22321429,17,76.25522042,84.85614849,8.600928074,72,98,115,100,20,3,0,0,0,0,90,26,120,131,125,29,0,0,0,0,140,0
benign/us84.bmp,814,335,479,0,45.20895522,16,75.80793319,83.94363257,8.135699374,71,111,125,80,17,2,0,0,0,0,123,25,142,139,139,34,0,0,0,0,152,0
benign/us85.bmp,798,338,460,0,47.52662722,14,76.4326087,84.33695652,7.904347826,70,111,116,90,17,4,0,0,0,0,92,20,140,132,131,37,0,0,0,0,134,0
benign/us86.bmp,803,369,434,0,35.14092141,1,60.49769585,69.04608295,8.548387097,68,166,134,65,4,0,0,0,0,0,90,96,96,183,59,0,0,0,0,0,135,0
benign/us87.bmp,813,366,447,0,35.48360656,3,60.67561521,69.11856823,8.44295302,81,159,133,71,3,0,0,0,0,0,88,98,97,175,77,0,0,0,0,0,139,0
benign/us88.bmp,848,388,460,0,34.7757732,6,57.60652174,65.84565217,8.239130435,89,176,138,70,4,0,0,0,0,0,99,122,104,158,76,0,0,0,0,0,131,0
benign/us89.bmp,830,389,441,0,33.57583548,6,58.56462585,66.65306122,8.088435374,92,188,133,65,3,0,0,0,0,0,93,109,106,143,82,1,0,0,0,0,131,0
benign/us90.bmp,834,374,460,0,34.36363636,4,57.19130435,64.87826087,7.686956522,79,169,142,59,4,0,0,0,0,0,88,113,126,146,72,3,0,0,0,0,121,0
benign/us91.bmp,776,326,450,0,48.13803681,24,81.36,91.16666667,9.806666667,106,69,169,65,23,0,0,0,0,0,111,7,100,181,122,39,1,0,0,0,147,0
benign/us92.bmp,751,310,441,0,51.5516129,23,82.80272109,92.07709751,9.274376417,102,55,158,68,28,1,0,0,0,0,98,7,94,177,115,47,1,0,0,0,142,0
benign/us93.bmp,715,303,412,0,50.97029703,22,83.62378641,93.58495146,9.961165049,95,50,162,63,27,1,0,0,0,0,100,11,73,168,114,44,2,0,0,0,139,0
benign/us94.bmp,775,329,446,0,50.30395137,21,84.89910314,95.2735426,10.37443946,101,69,157,71,32,0,0,0,0,0,113,17,71,168,142,46,2,0,0,0,160,0
benign/us95.bmp,711,309,402,0,51.88349515,17,84.86318408,95.36318408,10.5,99,52,163,56,37,1,0,0,0,0,99,11,74,156,113,43,5,0,0,0,146,0
benign/us96.bmp,584,282,302,0,41.05319149,6,65.58609272,75.29470199,9.708609272,75,100,131,42,9,0,0,0,0,0,70,36,94,118,41,11,2,0,0,0,90,0
benign/us97.bmp,600,275,325,0,38.65818182,4,66.55384615,76.31076923,9.756923077,77,110,123,37,4,1,0,0,0,0,87,36,97,136,45,9,2,0,0,0,96,0
benign/us98.bmp,616,287,329,0,38.08362369,2,65.43465046,75.17325228,9.738601824,83,108,135,41,3,0,0,0,0,0,91,40,115,117,49,8,0,0,0,0,107,0
benign/us99.bmp,601,272,329,0,39.80514706,2,65.86018237,75.18541033,9.325227964,86,101,123,41,7,0,0,0,0,0,76,43,105,114,51,15,1,0,0,0,103,0
benign/us100.bmp,635,286,349,0,40.31118881,4,66.96848138,75.79942693,8.830945559,77,105,130,39,12,0,0,0,0,0,82,43,110,117,61,16,2,0,0,0,101,0
malignant/us101.bmp,983,415,568,0,59.92771084,1,83.16901408,92.49823944,9.329225352,89,74,126,163,38,14,0,0,0,0,126,9,110,215,192,41,1,0,0,0,183,1
malignant/us102.bmp,954,400,554,0,58.9275,1,83.4133574,93.1967509,9.783393502,88,69,129,154,40,8,0,0,0,0,134,12,101,206,188,44,3,0,0,0,194,1
malignant/us103.bmp,959,400,559,0,58.85,0,83.71019678,93.21645796,9.506261181,81,68,135,152,38,7,0,0,0,0,134,17,91,222,181,48,0,0,0,0,189,1
malignant/us104.bmp,975,401,574,0,58.44139651,0,84.02961672,93.62195122,9.592334495,75,71,127,163,35,5,0,0,0,0,134,21,97,217,173,63,3,0,0,0,194,1
malignant/us105.bmp,969,396,573,0,59.87878788,0,84.2582897,93.82024433,9.561954625,83,70,123,153,45,5,0,0,0,0,138,20,93,220,174,62,4,0,0,0,202,1
malignant/us106.bmp,947,418,529,8,54.5,28,83.79962193,95.00378072,11.20415879,96,63,194,133,27,1,0,0,0,0,154,1,124,205,145,51,3,0,0,0,200,1
malignant/us107.bmp,956,431,525,5,51.35730858,27,83.29142857,95.2952381,12.00380952,92,89,194,121,25,2,0,0,0,0,148,2,119,214,139,48,3,0,0,0,222,1
malignant/us108.bmp,935,403,532,6,52.21588089,31,83.93045113,95.53947368,11.60902256,96,80,181,112,28,2,0,0,0,0,155,0,110,214,162,42,4,0,0,0,208,1
malignant/us109.bmp,903,404,499,6,51.87376238,31,84.88777555,96.67334669,11.78557114,103,73,190,112,26,3,0,0,0,0,156,0,92,203,157,40,7,0,0,0,195,1
malignant/us110.bmp,914,402,512,7,50.79104478,28,84.27929688,96.58203125,12.30273438,101,86,185,109,21,1,0,0,0,0,155,2,95,212,158,38,7,0,0,0,215,1
malignant/us111.bmp,1169,506,663,12,59.28458498,31,83.49321267,92.33785822,8.844645551,77,58,241,154,37,14,2,0,0,0,143,0,140,294,155,53,21,0,0,0,206,1
malignant/us112.bmp,1203,496,707,13,59.98185484,31,81.79490806,90.48231966,8.687411598,81,45,237,152,46,14,2,0,0,0,149,0,170,311,157,47,20,2,0,0,217,1
malignant/us113.bmp,1198,499,699,12,59.64529058,31,82.18168813,91.13876967,8.957081545,72,49,225,171,46,6,2,0,0,0,130,0,157,315,158,48,21,0,0,0,225,1
malignant/us114.bmp,1224,512,712,11,61.25,33,83.85814607,92.39185393,8.533707865,67,49,223,187,39,11,3,0,0,0,133,0,154,303,181,50,23,1,0,0,214,1
malignant/us115.bmp,1179,488,691,10,61.20696721,35,85.34298119,93.94934877,8.606367583,71,45,220,170,37,14,2,0,0,0,152,0,134,286,187,66,16,2,0,0,216,1
malignant/us116.bmp,835,377,458,10,55.79840849,21,84.30567686,93.13755459,8.831877729,80,87,154,77,49,10,0,0,0,0,110,8,133,137,85,79,16,0,0,0,139,1
malignant/us117.bmp,865,388,477,8,56.95360825,22,83.10691824,91.639413,8.532494759,77,91,142,86,61,8,0,0,0,0,124,11,142,149,81,83,11,0,0,0,141,1
malignant/us118.bmp,894,408,486,5,55.44852941,22,84.42386831,93.41975309,8.995884774,82,88,167,89,53,11,0,0,0,0,131,9,142,144,92,87,12,0,0,0,152,1
malignant/us119.bmp,820,366,454,4,56.71584699,19,85.84801762,95.24889868,9.400881057,68,78,147,82,52,7,0,0,0,0,111,7,116,148,85,89,9,0,0,0,143,1
malignant/us120.bmp,861,381,480,5,55.87139108,17,83.79375,93.10416667,9.310416667,68,82,155,86,53,5,0,0,0,0,102,11,126,160,88,80,15,0,0,0,164,1
malignant/us121.bmp,1202,512,690,1,63.01171875,35,91.8115942,101.5869565,9.775362319,95,55,177,210,64,6,0,0,0,0,148,0,70,274,252,87,7,0,0,0,243,1
malignant/us122.bmp,1198,502,696,1,62.38247012,32,91.82758621,101.5244253,9.69683908,95,59,178,189,66,10,0,0,0,0,152,0,83,274,229,97,13,0,0,0,241,1
malignant/us123.bmp,1206,511,695,2,62.85714286,34,91.31942446,101.1035971,9.784172662,96,63,167,207,66,8,0,0,0,0,152,0,89,273,219,98,16,0,0,0,238,1
malignant/us124.bmp,1151,481,670,2,60.72141372,30,91.35970149,101.4044776,10.04477612,101,66,169,180,61,5,0,0,0,0,144,1,82,263,222,86,16,0,0,0,248,1
malignant/us125.bmp,1167,478,689,2,61.79916318,28,91.15239478,100.9854862,9.833091437,103,65,164,177,65,7,0,0,0,0,134,4,88,260,238,88,11,0,0,0,246,1
malignant/us126.bmp,745,323,422,0,59.07120743,11,90.13270142,99.81042654,9.677725118,92,69,88,116,48,1,1,0,0,0,104,24,68,107,129,82,12,0,0,0,141,1
malignant/us127.bmp,741,315,426,0,57.22222222,11,87.68075117,97.12676056,9.44600939,96,70,92,105,44,3,1,0,0,0,108,29,79,107,127,78,6,0,0,0,138,1
malignant/us128.bmp,754,313,441,0,58.96166134,11,89.10430839,98.52154195,9.41723356,89,59,93,116,41,4,0,0,0,0,99,22,83,102,144,86,4,0,0,0,137,1
malignant/us129.bmp,768,321,447,0,58.08722741,8,87.5950783,97.25950783,9.66442953,84,67,96,117,37,4,0,0,0,0,95,27,90,98,151,75,6,0,0,0,154,1
malignant/us130.bmp,787,325,462,0,57.45538462,8,86.94588745,96.21861472,9.272727273,82,71,98,116,36,4,0,0,0,0,110,21,94,108,175,57,7,0,0,0,143,1
malignant/us131.bmp,1183,492,691,0,57.13414634,29,87.00289436,97.20984081,10.20694645,118,100,155,184,50,3,0,0,0,0,162,3,195,151,232,101,8,1,0,0,242,1
malignant/us132.bmp,1161,485,676,0,58.31546392,24,87.99112426,98.33727811,10.34615385,115,83,155,201,43,3,0,0,0,0,174,6,172,152,233,101,11,1,0,0,253,1
malignant/us133.bmp,1123,470,653,0,58.33617021,28,89.4042879,99.91883614,10.51454824,118,71,169,170,59,1,0,0,0,0,175,4,156,155,225,104,8,1,0,0,233,1
malignant/us134.bmp,1149,494,655,1,59.72469636,25,90.54351145,100.9419847,10.39847328,113,83,158,183,67,3,0,0,0,0,179,5,146,151,232,108,12,1,0,0,236,1
malignant/us135.bmp,1187,493,694,1,60.82555781,25,90.64985591,100.6455331,9.995677233,101,83,155,188,63,4,0,0,0,0,192,10,150,161,233,130,9,1,0,0,242,1
malignant/us136.bmp,838,381,457,0,36.41207349,7,67.96717724,78.14442013,10.17724289,98,168,151,55,7,0,0,0,0,0,135,64,105,194,77,17,0,0,0,0,161,1
malignant/us137.bmp,825,385,440,0,35.32987013,8,67.84090909,78.85681818,11.01590909,96,184,140,56,5,0,0,0,0,0,141,64,96,190,74,16,0,0,0,0,173,1
malignant/us138.bmp,807,372,435,0,34.72311828,10,67.18850575,78.26206897,11.07356322,93,175,143,50,4,0,0,0,0,0,143,70,94,183,71,17,0,0,0,0,166,1
malignant/us139.bmp,809,367,442,0,34.86103542,10,68.08823529,78.74886878,10.66063348,83,179,129,53,6,0,0,0,0,0,147,65,100,186,68,23,0,0,0,0,168,1
malignant/us140.bmp,822,375,447,0,35.74933333,9,68.62639821,78.45861298,9.832214765,86,175,137,52,10,1,0,0,0,0,148,67,97,189,77,17,0,0,0,0,155,1
malignant/us141.bmp,629,272,357,0,46.24264706,0,74.61064426,84.36414566,9.753501401,68,78,110,71,13,0,0,0,0,0,85,28,88,124,104,13,0,0,0,0,112,1
malignant/us142.bmp,666,291,375,0,45.40206186,0,75.784,85.52266667,9.738666667,69,90,116,73,12,0,0,0,0,0,92,29,82,139,113,12,0,0,0,0,122,1
malignant/us143.bmp,640,282,358,0,45.74468085,0,74.70391061,85.48324022,10.77932961,84,82,121,67,12,0,0,0,0,0,90,29,81,134,104,10,0,0,0,0,131,1
malignant/us144.bmp,633,292,341,0,46.92465753,0,75.86510264,86.14662757,10.28152493,95,81,119,75,17,0,0,0,0,0,88,21,74,139,94,13,0,0,0,0,119,1
malignant/us145.bmp,620,275,345,0,45.76727273,0,76.67536232,87.28695652,10.6115942,94,79,115,73,8,0,0,0,0,0,89,20,72,144,96,13,0,0,0,0,127,1
malignant/us146.bmp,865,360,505,0,58.93333333,29,94.7029703,104.6693069,9.966336634,113,74,120,100,53,13,0,0,0,0,111,2,69,167,160,87,19,1,0,0,181,1
malignant/us147.bmp,869,357,512,0,60.81792717,24,96.56835938,106.3613281,9.79296875,114,60,132,98,57,10,0,0,0,0,119,2,64,166,159,97,24,0,0,0,164,1
malignant/us148.bmp,867,365,502,0,61.40821918,26,95.57370518,105.5179283,9.944223108,113,70,124,85,73,13,0,0,0,0,109,2,69,156,157,97,21,0,0,0,171,1
malignant/us149.bmp,865,357,508,0,60.44257703,32,94.21259843,104.1377953,9.92519685,121,66,136,80,61,14,0,0,0,0,118,0,78,162,150,102,15,1,0,0,187,1
malignant/us150.bmp,889,373,516,0,61.22788204,26,93.49806202,103.7887597,10.29069767,119,67,137,84,67,18,0,0,0,0,118,3,88,155,153,98,17,2,0,0,187,1
malignant/us151.bmp,1025,441,584,0,47.45804989,2,78.10787671,87.06335616,8.955479452,83,148,132,132,28,1,0,0,0,0,131,65,79,229,175,32,4,0,0,0,180,1
malignant/us152.bmp,972,414,558,0,52.02657005,4,79.14157706,87.99462366,8.853046595,68,116,127,128,42,1,0,0,0,0,132,58,84,199,169,44,4,0,0,0,161,1
malignant/us153.bmp,972,424,548,0,52.40330189,4,78.64051095,87.49817518,8.857664234,72,120,123,141,39,1,0,0,0,0,120,56,87,200,153,50,2,0,0,0,166,1
malignant/us154.bmp,953,427,526,0,51.19672131,1,78.90114068,88.09125475,9.190114068,68,129,121,135,39,3,0,0,0,0,119,62,71,202,133,57,1,0,0,0,177,1
